[Latitude],[Longitude],[Value]
-59.13,180.00,0.50
-59.00,179.78,0.50
-58.95,179.70,0.50
-58.70,179.45,0.50
-58.44,179.22,0.50
-58.24,179.00,0.50
-58.24,178.96,0.50
-58.24,178.61,0.50
-58.24,178.23,0.50
-58.24,178.00,0.50
-58.16,177.96,0.50
-58.00,177.90,0.50
-57.87,177.78,0.50
-57.63,177.53,0.50
-57.39,177.27,0.50
-57.13,177.03,0.50
-57.10,177.00,0.50
-57.00,176.94,0.50
-56.80,176.94,0.50
-56.67,177.00,0.50
-56.66,177.20,0.50
-56.66,177.55,0.50
-56.66,177.89,0.50
-56.66,178.00,0.50
-56.69,178.24,0.50
-56.74,178.58,0.50
-56.82,178.92,0.50
-56.84,179.00,0.50
-56.94,179.25,0.50
-57.00,179.34,0.50
-57.15,179.53,0.50
-57.39,179.78,0.50
-57.67,180.00,0.50

43.88,180.00,0.50
43.59,179.76,0.50
43.32,179.51,0.50
43.08,179.22,0.50
43.00,179.12,0.50
42.94,179.00,0.50
42.93,178.89,0.50
42.90,178.52,0.50
42.89,178.15,0.50
42.88,178.00,0.50
42.88,177.78,0.50
42.88,177.41,0.50
42.88,177.03,0.50
42.88,177.00,0.50
42.74,176.72,0.50
42.44,176.48,0.50
42.12,176.24,0.50
42.00,176.10,0.50
41.97,176.00,0.50
42.00,175.95,0.50
42.02,175.93,0.50
42.28,175.67,0.50
42.54,175.40,0.50
42.81,175.14,0.50
42.94,175.00,0.50
43.00,174.94,0.50
43.07,174.87,0.50
43.33,174.61,0.50
43.59,174.35,0.50
43.86,174.09,0.50
43.94,174.00,0.50
44.00,173.94,0.50
44.12,173.82,0.50
44.38,173.56,0.50
44.65,173.30,0.50
44.91,173.04,0.50
44.94,173.00,0.50
45.00,172.89,0.50
45.13,172.75,0.50
45.46,172.49,0.50
45.77,172.22,0.50
45.88,172.00,0.50
45.88,171.96,0.50
45.69,171.70,0.50
45.35,171.43,0.50
45.04,171.17,0.50
45.00,171.11,0.50
44.94,171.00,0.50
44.91,170.84,0.50
44.93,170.46,0.50
44.92,170.08,0.50
44.88,170.00,0.50
44.72,169.78,0.50
44.44,169.53,0.50
44.15,169.29,0.50
44.00,169.11,0.50
43.94,169.00,0.50
43.94,168.98,0.50
43.91,168.61,0.50
43.89,168.24,0.50
43.88,168.00,0.50
43.88,167.87,0.50
43.88,167.50,0.50
43.88,167.13,0.50
43.90,167.00,0.50
44.00,166.93,0.50
44.11,166.97,0.50
44.14,167.00,0.50
44.38,167.23,0.50
44.65,167.49,0.50
44.91,167.75,0.50
45.00,167.84,0.50
45.16,168.00,0.50
45.18,168.01,0.50
45.44,168.28,0.50
