[Latitude],[Longitude],[Value]
42.95,180.00,0.50
42.83,179.63,0.50
42.74,179.26,0.50
42.70,179.00,0.50
42.68,178.88,0.50
42.64,178.50,0.50
42.63,178.12,0.50
42.63,178.00,0.50
42.65,177.74,0.50
42.70,177.36,0.50
42.80,177.00,0.50
42.80,176.99,0.50
42.98,176.62,0.50
43.00,176.62,0.50
43.25,176.87,0.50
43.38,177.00,0.50
43.52,177.17,0.50
43.78,177.51,0.50
44.00,177.62,0.50
44.06,177.61,0.50
44.33,177.37,0.50
44.61,177.04,0.50
44.65,177.00,0.50
44.89,176.78,0.50
45.00,176.67,0.50
45.19,176.51,0.50
45.53,176.24,0.50
45.66,176.00,0.50
45.65,175.96,0.50
45.44,175.69,0.50
45.10,175.42,0.50
45.00,175.33,0.50
44.82,175.15,0.50
44.67,175.00,0.50
44.54,174.88,0.50
44.27,174.61,0.50
44.01,174.34,0.50
44.00,174.33,0.50
43.95,174.00,0.50
43.96,173.96,0.50
44.00,173.90,0.50
44.24,173.67,0.50
44.59,173.44,0.50
44.86,173.18,0.50
44.90,173.00,0.50
44.90,172.81,0.50
44.90,172.43,0.50
44.89,172.05,0.50
44.89,172.00,0.50
44.89,171.67,0.50
44.89,171.28,0.50
44.89,171.00,0.50
44.89,170.90,0.50
44.89,170.52,0.50
44.89,170.14,0.50
44.89,170.00,0.50
44.89,169.75,0.50
44.88,169.37,0.50
44.88,169.00,0.50
44.88,168.99,0.50
44.72,168.68,0.50
44.39,168.44,0.50
44.06,168.19,0.50
44.00,168.12,0.50
43.93,168.00,0.50
43.92,167.84,0.50
43.90,167.46,0.50
43.89,167.08,0.50
43.88,167.00,0.50
43.87,166.70,0.50
43.87,166.31,0.50
43.85,166.00,0.50
43.84,165.94,0.50
43.63,165.65,0.50
43.28,165.43,0.50
43.00,165.15,0.50
42.99,165.14,0.50
42.94,165.00,0.50
43.00,164.84,0.50
43.05,164.78,0.50
43.32,164.49,0.50
43.59,164.24,0.50
43.84,164.00,0.50
43.86,163.98,0.50
44.00,163.82,0.50
44.14,163.82,0.50
44.38,164.00,0.50
44.48,164.08,0.50
44.73,164.37,0.50
45.00,164.62,0.50
45.01,164.63,0.50
45.38,164.72,0.50
45.79,164.72,0.50
46.00,164.72,0.50
46.12,164.64,0.50
46.38,164.35,0.50
46.64,164.06,0.50
46.74,164.00,0.50
46.98,163.88,0.50
47.00,163.87,0.50
47.35,163.75,0.50
47.74,163.75,0.50
48.00,163.75,0.50
48.12,163.84,0.50
48.16,164.00,0.50
48.01,164.15,0.50
48.00,164.16,0.50
47.75,164.42,0.50
47.48,164.69,0.50
47.21,164.97,0.50
47.18,165.00,0.50
47.03,165.30,0.50
47.00,165.35,0.50
46.75,165.58,0.50
46.43,165.82,0.50
46.35,166.00,0.50
46.34,166.17,0.50
46.34,166.56,0.50
46.34,166.94,0.50
46.34,167.00,0.50
46.35,167.32,0.50
46.36,167.70,0.50
46.37,168.00,0.50
46.37,168.09,0.50
46.37,168.47,0.50
46.38,168.85,0.50
46.38,169.00,0.50
46.48,169.19,0.50
46.82,169.43,0.50
47.00,169.62,0.50
47.05,169.73,0.50
47.14,170.00,0.50
47.15,170.10,0.50
47.21,170.48,0.50
47.24,170.86,0.50
47.24,171.00,0.50
47.22,171.24,0.50
47.17,171.62,0.50
47.12,172.00,0.50
47.12,172.00,0.50
47.12,172.38,0.50
47.12,172.77,0.50
47.12,173.00,0.50
47.19,173.14,0.50
47.45,173.42,0.50
47.75,173.65,0.50
48.00,173.88,0.50
48.03,173.92,0.50
48.09,174.00,0.50
48.19,174.27,0.50
48.24,174.66,0.50
48.39,175.00,0.50
48.39,175.00,0.50
48.66,175.28,0.50
48.92,175.55,0.50
49.00,175.64,0.50
49.19,175.83,0.50
