[Latitude],[Longitude],[Value]
43.88,180.00,0.50
43.58,179.76,0.50
43.31,179.50,0.50
43.07,179.21,0.50
43.00,179.12,0.50
42.94,179.00,0.50
42.92,178.86,0.50
42.90,178.49,0.50
42.89,178.11,0.50
42.88,178.00,0.50
42.83,177.73,0.50
42.75,177.36,0.50
42.74,177.00,0.50
42.74,176.98,0.50
43.00,176.88,0.50
43.08,176.96,0.50
43.12,177.00,0.50
43.34,177.26,0.50
43.61,177.59,0.50
43.88,177.83,0.50
44.00,177.88,0.50
44.15,177.86,0.50
44.42,177.61,0.50
44.69,177.24,0.50
44.89,177.00,0.50
44.95,176.93,0.50
45.00,176.89,0.50
45.27,176.67,0.50
45.63,176.40,0.50
45.87,176.13,0.50
45.88,176.00,0.50
45.82,175.86,0.50
45.57,175.59,0.50
45.24,175.32,0.50
45.00,175.11,0.50
44.95,175.05,0.50
44.89,175.00,0.50
44.68,174.78,0.50
44.41,174.52,0.50
44.14,174.25,0.50
44.00,174.10,0.50
43.95,174.00,0.50
43.99,173.96,0.50
44.00,173.95,0.50
44.26,173.69,0.50
44.53,173.42,0.50
44.79,173.15,0.50
44.94,173.00,0.50
45.00,172.89,0.50
45.02,172.86,0.50
45.28,172.58,0.50
45.58,172.33,0.50
45.84,172.06,0.50
45.89,172.00,0.50
45.89,171.72,0.50
45.89,171.31,0.50
45.89,171.00,0.50
45.86,170.95,0.50
45.61,170.68,0.50
45.31,170.43,0.50
45.05,170.16,0.50
45.00,170.09,0.50
44.96,170.00,0.50
44.91,169.80,0.50
44.91,169.43,0.50
44.91,169.05,0.50
44.91,169.00,0.50
44.99,168.68,0.50
45.00,168.66,0.50
45.15,168.99,0.50
45.15,169.00,0.50
45.37,169.28,0.50
45.64,169.56,0.50
45.94,169.81,0.50
46.00,169.85,0.50
46.27,169.99,0.50
46.29,170.00,0.50
46.56,170.23,0.50
46.82,170.51,0.50
47.00,170.67,0.50
47.13,170.74,0.50
47.51,170.84,0.50
47.90,170.84,0.50
48.00,170.84,0.50
48.21,170.71,0.50
48.47,170.42,0.50
48.73,170.12,0.50
48.89,170.00,0.50
49.00,169.97,0.50
49.04,170.00,0.50
49.04,170.02,0.50
49.10,170.39,0.50
49.10,170.77,0.50
49.10,171.00,0.50
49.10,171.15,0.50
49.10,171.53,0.50
49.07,171.91,0.50
49.05,172.00,0.50
49.00,172.11,0.50
48.89,172.24,0.50
48.55,172.48,0.50
48.24,172.72,0.50
48.12,173.00,0.50
48.12,173.05,0.50
48.12,173.43,0.50
48.12,173.80,0.50
48.12,174.00,0.50
48.12,174.18,0.50
48.12,174.56,0.50
48.12,174.94,0.50
48.12,175.00,0.50
48.12,175.32,0.50
48.12,175.70,0.50
48.12,176.00,0.50
48.12,176.08,0.50
48.12,176.46,0.50
48.12,176.83,0.50
48.12,177.00,0.50
48.17,177.19,0.50
48.45,177.45,0.50
48.80,177.68,0.50
49.00,177.89,0.50
49.04,177.98,0.50
49.06,178.00,0.50
49.27,178.28,0.50
49.53,178.55,0.50
49.82,178.81,0.50
50.00,178.95,0.50
50.10,179.00,0.50
50.13,179.02,0.50
50.39,179.38,0.50
50.66,179.80,0.50
50.93,179.90,0.50
51.00,179.90,0.50
51.20,179.71,0.50
51.47,179.44,0.50
51.73,179.17,0.50
51.90,179.00,0.50
52.00,178.90,0.50
52.00,178.90,0.50
52.10,179.00,0.50
52.11,179.23,0.50
52.11,179.60,0.50
52.11,180.00,0.50

52.11,-180.00,0.50
52.11,-179.62,0.50
52.11,-179.24,0.50
52.11,-179.00,0.50
52.11,-178.86,0.50
52.11,-178.48,0.50
52.11,-178.10,0.50
52.11,-178.00,0.50
52.19,-177.76,0.50
52.48,-177.51,0.50
52.83,-177.27,0.50
53.00,-177.08,0.50
53.04,-177.00,0.50
53.05,-176.96,0.50
53.04,-176.56,0.50
53.04,-176.17,0.50
53.10,-176.00,0.50
53.22,-175.87,0.50
53.49,-175.60,0.50
53.76,-175.33,0.50
54.00,-175.08,0.50
54.02,-175.06,0.50
54.08,-175.00,0.50
54.29,-174.79,0.50
54.56,-174.52,0.50
54.83,-174.25,0.50
55.00,-174.07,0.50
55.09,-174.07,0.50
55.35,-174.19,0.50
55.61,-174.61,0.50
55.89,-174.98,0.50
55.92,-175.00,0.50
56.00,-175.04,0.50
56.08,-175.00,0.50
56.09,-174.83,0.50
56.09,-174.45,0.50
56.08,-174.07,0.50
56.09,-174.00,0.50
56.16,-173.70,0.50
56.26,-173.33,0.50
56.32,-173.00,0.50
56.33,-172.96,0.50
56.33,-172.58,0.50
56.33,-172.20,0.50
56.33,-172.00,0.50
56.31,-171.82,0.50
56.24,-171.45,0.50
56.14,-171.09,0.50
56.11,-171.00,0.50
56.00,-170.83,0.50
55.91,-170.83,0.50
55.53,-170.86,0.50
55.15,-170.91,0.50
55.00,-170.93,0.50
54.77,-170.94,0.50
