[Latitude],[Longitude],[Value],[Direction]
73.00,-1.25,1.20,331
73.00,0.00,0.60,299
73.00,1.25,0.50,343
73.00,2.50,0.50,241
73.00,3.75,0.60,241
73.00,5.00,0.70,241
73.00,6.25,0.80,241
73.00,7.50,0.90,241
73.00,8.75,1.10,225
73.00,10.00,1.30,225
73.00,11.25,0.30,299
73.00,12.50,1.20,241
73.00,13.75,1.20,241
73.00,15.00,1.10,253
73.00,16.25,1.00,253
73.00,17.50,1.00,253
73.00,18.75,0.90,253
73.00,20.00,0.80,270
73.00,21.25,0.80,270
73.00,22.50,0.80,270
73.00,23.75,0.80,270
73.00,25.00,0.80,270
73.00,26.25,0.80,270
73.00,27.50,0.70,270
73.00,28.75,0.70,270
73.00,30.00,0.80,119
73.00,31.25,0.80,135
73.00,32.50,1.00,135
73.00,33.75,1.10,151
73.00,35.00,1.20,151
73.00,36.25,1.40,163
73.00,37.50,1.50,163
73.00,38.75,1.60,180
73.00,40.00,1.80,180
73.00,41.25,1.90,197
73.00,42.50,0.60,135
73.00,43.75,1.50,225
73.00,45.00,1.50,225
73.00,46.25,1.30,241
73.00,47.50,1.10,246
73.00,48.75,0.90,241
73.00,50.00,0.60,241
73.00,51.25,0.40,276
73.00,52.50,0.20,287
73.00,56.25,0.20,119
73.00,57.50,0.40,135
73.00,58.75,0.50,135
73.00,60.00,0.50,151
73.00,61.25,0.50,151
73.00,62.50,0.50,163
73.00,63.75,0.50,163
73.00,65.00,0.50,180
73.00,66.25,0.40,180
73.00,67.50,0.30,197
73.00,68.75,0.20,209
73.00,70.00,0.10,156
73.00,71.25,0.10,151
73.00,72.50,0.10,143
73.00,73.75,0.10,143
73.00,75.00,0.10,143
73.00,76.25,0.10,143
73.00,77.50,0.20,143
73.00,78.75,0.00,135
73.00,80.00,0.20,131
73.00,121.25,0.10,6
73.00,122.50,0.10,0
73.00,130.00,0.20,354
73.00,131.25,0.20,0
73.00,132.50,0.20,0
73.00,133.75,0.20,0
73.00,135.00,0.20,6
73.00,136.25,0.20,6
73.00,137.50,0.20,11
73.00,138.75,0.20,18
73.00,140.00,0.10,29
73.00,141.25,0.10,37
73.00,142.50,0.10,61
73.00,143.75,0.20,61
73.00,145.00,0.30,61
73.00,146.25,0.30,61
73.00,147.50,0.30,61
73.00,148.75,0.30,61
73.00,150.00,0.40,61
73.00,151.25,0.40,61
73.00,152.50,0.40,61
73.00,153.75,0.40,61
73.00,155.00,0.40,61
73.00,156.25,0.40,61
73.00,157.50,0.40,61
73.00,158.75,0.40,61
73.00,160.00,0.40,61
73.00,161.25,0.40,58
73.00,162.50,0.40,58
73.00,163.75,0.50,58
73.00,165.00,0.40,58
73.00,166.25,0.40,58
73.00,167.50,0.40,58
73.00,168.75,0.40,58
73.00,170.00,0.30,61
73.00,171.25,0.40,61
73.00,172.50,0.40,61
73.00,173.75,0.40,61
73.00,175.00,0.40,61
73.00,176.25,0.40,61
73.00,177.50,0.40,61
73.00,178.75,0.40,61
73.00,180.00,0.40,45
72.00,-180.00,0.30,45
72.00,-178.75,0.30,45
72.00,-177.50,0.30,45
72.00,-176.25,0.40,29
72.00,-175.00,0.30,29
72.00,-173.75,0.30,29
72.00,-172.50,0.30,17
72.00,-171.25,0.30,17
72.00,-170.00,0.30,17
72.00,-168.75,0.30,17
72.00,-167.50,0.30,0
72.00,-166.25,0.30,0
72.00,-165.00,0.40,270
72.00,-163.75,0.50,270
72.00,-162.50,0.50,270
72.00,-161.25,0.60,270
72.00,-160.00,0.70,270
72.00,-158.75,0.70,270
72.00,-157.50,0.80,270
72.00,-156.25,0.90,270
72.00,-155.00,0.90,270
72.00,-153.75,0.90,270
72.00,-152.50,0.80,287
72.00,-151.25,0.80,287
72.00,-150.00,0.80,287
72.00,-148.75,0.80,287
72.00,-147.50,0.80,287
72.00,-146.25,0.70,287
72.00,-145.00,0.60,287
72.00,-143.75,0.50,287
72.00,-142.50,0.40,287
72.00,-141.25,0.40,287
72.00,-140.00,0.40,287
72.00,-138.75,0.30,287
72.00,-137.50,0.30,287
72.00,-136.25,0.30,287
72.00,-135.00,0.30,287
72.00,-133.75,0.30,61
72.00,-132.50,0.40,61
72.00,-131.25,0.50,45
72.00,-130.00,0.60,45
72.00,-128.75,0.70,29
72.00,-127.50,0.40,287
72.00,-126.25,0.50,287
72.00,-120.00,0.10,307
72.00,-107.50,0.60,186
72.00,-103.75,0.10,225
72.00,-102.50,0.60,180
72.00,-101.25,0.60,180
72.00,-96.25,0.20,209
72.00,-93.75,0.10,212
72.00,-92.50,0.10,209
72.00,-91.25,0.10,217
72.00,-86.25,0.00,323
72.00,-73.75,0.20,323
72.00,-72.50,0.20,323
72.00,-71.25,0.30,323
72.00,-70.00,0.30,323
72.00,-68.75,0.10,151
72.00,-67.50,0.10,151
72.00,-66.25,0.10,151
72.00,-65.00,0.20,151
72.00,-63.75,0.20,151
72.00,-62.50,0.20,163
72.00,-61.25,0.10,163
72.00,-60.00,0.10,163
72.00,-58.75,0.30,299
72.00,-57.50,0.20,299
72.00,-56.25,0.10,287
72.00,-22.50,0.50,45
72.00,-21.25,1.30,45
72.00,-20.00,1.60,29
72.00,-18.75,1.70,29
72.00,-17.50,1.90,29
72.00,-16.25,2.10,29
72.00,-15.00,2.30,17
72.00,-13.75,2.40,17
72.00,-12.50,2.70,6
72.00,-11.25,2.60,343
72.00,-10.00,2.50,343
72.00,-8.75,2.60,343
72.00,-7.50,2.70,343
72.00,-6.25,2.40,331
72.00,-5.00,2.20,331
72.00,-3.75,2.00,331
72.00,-2.50,1.70,331
72.00,-1.25,1.30,328
72.00,0.00,1.00,323
72.00,1.25,0.90,315
72.00,2.50,0.90,315
72.00,3.75,1.00,253
72.00,5.00,1.00,253
72.00,6.25,1.00,253
72.00,7.50,1.10,253
72.00,8.75,1.20,253
72.00,10.00,0.60,315
72.00,11.25,1.40,241
72.00,12.50,1.30,253
72.00,13.75,1.30,253
72.00,15.00,1.20,253
72.00,16.25,1.00,270
72.00,17.50,1.00,270
72.00,18.75,0.90,270
72.00,20.00,0.80,270
72.00,21.25,0.80,270
72.00,22.50,0.70,270
72.00,23.75,0.80,270
72.00,25.00,0.80,281
72.00,26.25,0.80,287
72.00,27.50,0.80,287
72.00,28.75,0.80,287
72.00,30.00,0.80,287
72.00,31.25,0.80,287
72.00,32.50,0.80,135
72.00,33.75,0.90,135
72.00,35.00,1.20,151
72.00,36.25,1.30,151
72.00,37.50,1.40,163
72.00,38.75,1.60,180
72.00,40.00,1.80,180
72.00,41.25,0.40,270
72.00,42.50,0.30,287
72.00,43.75,1.40,225
72.00,45.00,1.20,241
72.00,46.25,1.00,241
72.00,47.50,0.90,241
72.00,48.75,0.70,241
72.00,50.00,0.40,270
72.00,51.25,0.20,287
72.00,56.25,0.30,119
72.00,57.50,0.40,119
72.00,58.75,0.40,135
72.00,60.00,0.40,135
72.00,61.25,0.40,151
72.00,62.50,0.40,163
72.00,63.75,0.40,163
72.00,65.00,0.40,180
72.00,66.25,0.30,180
72.00,67.50,0.10,209
72.00,73.75,0.10,101
72.00,76.25,0.10,114
72.00,77.50,0.10,119
72.00,81.25,0.20,108
72.00,130.00,0.20,0
72.00,131.25,0.20,354
72.00,132.50,0.20,354
72.00,133.75,0.10,73
72.00,135.00,0.20,45
72.00,136.25,0.20,0
72.00,137.50,0.20,0
72.00,138.75,0.10,343
72.00,150.00,0.30,61
72.00,151.25,0.30,61
72.00,152.50,0.40,61
72.00,153.75,0.40,61
72.00,155.00,0.40,45
72.00,156.25,0.40,45
72.00,157.50,0.40,45
72.00,158.75,0.40,45
72.00,160.00,0.40,45
72.00,161.25,0.40,45
72.00,162.50,0.40,45
72.00,163.75,0.40,45
72.00,165.00,0.40,45
72.00,166.25,0.40,45
72.00,167.50,0.40,45
72.00,168.75,0.40,45
72.00,170.00,0.40,45
72.00,171.25,0.40,45
72.00,172.50,0.40,41
72.00,173.75,0.40,45
72.00,175.00,0.40,45
72.00,176.25,0.30,45
72.00,177.50,0.30,45
72.00,178.75,0.30,45
72.00,180.00,0.30,45
71.00,-177.50,0.20,45
71.00,-176.25,0.20,343
71.00,-175.00,0.30,343
71.00,-173.75,0.20,29
71.00,-172.50,0.30,17
71.00,-171.25,0.20,17
71.00,-170.00,0.20,17
71.00,-168.75,0.20,0
71.00,-167.50,0.20,0
71.00,-166.25,0.30,299
71.00,-165.00,0.30,299
71.00,-163.75,0.40,299
71.00,-162.50,0.40,287
71.00,-161.25,0.50,287
71.00,-160.00,0.50,287
71.00,-158.75,0.40,287
71.00,-157.50,0.30,287
71.00,-153.75,0.10,299
71.00,-152.50,0.20,315
71.00,-151.25,0.20,315
71.00,-150.00,0.30,315
71.00,-148.75,0.60,180
71.00,-147.50,0.30,299
71.00,-146.25,0.30,299
71.00,-145.00,0.30,299
71.00,-143.75,0.20,299
71.00,-142.50,0.20,299
71.00,-141.25,0.20,299
71.00,-140.00,0.20,299
71.00,-138.75,0.30,299
71.00,-137.50,0.20,299
71.00,-136.25,0.20,299
71.00,-135.00,0.30,61
71.00,-133.75,0.40,61
71.00,-132.50,0.40,45
71.00,-131.25,0.50,45
71.00,-130.00,0.60,29
71.00,-128.75,0.60,17
71.00,-127.50,0.70,0
71.00,-126.25,0.80,0
71.00,-125.00,0.60,299
71.00,-123.75,0.50,287
71.00,-122.50,0.30,287
71.00,-121.25,0.20,287
71.00,-120.00,0.20,287
71.00,-118.75,0.20,225
71.00,-103.75,0.10,225
71.00,-102.50,0.10,119
71.00,-100.00,0.30,180
71.00,-98.75,0.30,191
71.00,-97.50,0.20,198
71.00,-92.50,0.10,209
71.00,-91.25,0.10,217
71.00,-90.00,0.00,253
71.00,-87.50,0.00,307
71.00,-71.25,0.00,336
71.00,-70.00,0.20,331
71.00,-68.75,0.20,323
71.00,-67.50,0.10,0
71.00,-66.25,0.30,0
71.00,-65.00,0.20,151
71.00,-63.75,0.20,151
71.00,-62.50,0.20,163
71.00,-61.25,0.20,163
71.00,-60.00,0.10,163
71.00,-58.75,0.10,163
71.00,-57.50,0.30,336
71.00,-56.25,0.20,349
71.00,-51.25,0.00,79
71.00,-26.25,0.00,281
71.00,-21.25,1.00,29
71.00,-20.00,1.60,29
71.00,-18.75,1.70,29
71.00,-17.50,1.90,29
71.00,-16.25,2.10,17
71.00,-15.00,2.30,17
71.00,-13.75,2.40,17
71.00,-12.50,2.50,0
71.00,-11.25,2.40,0
71.00,-10.00,2.50,0
71.00,-8.75,2.20,0
71.00,-7.50,2.50,343
71.00,-6.25,2.30,343
71.00,-5.00,2.30,331
71.00,-3.75,2.30,331
71.00,-2.50,2.10,331
71.00,-1.25,1.90,331
71.00,0.00,2.10,315
71.00,1.25,1.70,315
71.00,2.50,1.70,315
71.00,3.75,1.60,315
71.00,5.00,1.50,315
71.00,6.25,1.30,270
71.00,7.50,1.30,270
71.00,8.75,1.30,270
71.00,10.00,1.30,270
71.00,11.25,1.40,270
71.00,12.50,1.30,270
71.00,13.75,1.20,270
71.00,15.00,1.10,287
71.00,16.25,1.00,287
71.00,17.50,0.90,287
71.00,18.75,0.90,281
71.00,20.00,0.90,281
71.00,21.25,0.80,287
71.00,22.50,0.80,287
71.00,23.75,0.60,287
71.00,25.00,0.40,299
71.00,26.25,0.20,299
71.00,28.75,0.20,107
71.00,30.00,0.30,119
71.00,31.25,0.50,119
71.00,32.50,0.60,119
71.00,33.75,0.80,135
71.00,35.00,1.00,135
71.00,36.25,1.10,151
71.00,37.50,1.40,163
71.00,38.75,0.50,281
71.00,40.00,0.50,281
71.00,41.25,0.40,135
71.00,42.50,0.30,287
71.00,43.75,0.30,287
71.00,45.00,1.10,225
71.00,46.25,0.80,241
71.00,47.50,0.60,241
71.00,48.75,0.50,264
71.00,50.00,0.30,270
71.00,51.25,0.20,287
71.00,52.50,0.20,287
71.00,57.50,0.20,119
71.00,58.75,0.30,119
71.00,60.00,0.30,119
71.00,61.25,0.30,135
71.00,62.50,0.30,151
71.00,63.75,0.30,163
71.00,65.00,0.30,180
71.00,66.25,0.20,180
71.00,73.75,0.00,84
71.00,82.50,0.10,96
71.00,131.25,0.20,354
71.00,152.50,0.10,45
71.00,153.75,0.10,45
71.00,158.75,0.20,45
71.00,160.00,0.30,45
71.00,161.25,0.40,45
71.00,162.50,0.40,45
71.00,163.75,0.40,45
71.00,165.00,0.40,45
71.00,166.25,0.40,45
71.00,167.50,0.40,45
71.00,168.75,0.40,45
71.00,170.00,0.40,45
71.00,171.25,0.40,45
71.00,172.50,0.40,45
71.00,173.75,0.40,45
71.00,175.00,0.30,45
71.00,176.25,0.30,45
71.00,177.50,0.30,0
70.00,-180.00,0.10,241
70.00,-178.75,0.10,45
70.00,-177.50,0.20,45
70.00,-176.25,0.20,45
